battle_id,player_1_deck,player_1_elixir,player_1_trophies,player_1_crowns,player_2_deck,player_2_elixir,player_2_trophies,player_2_crowns,winner,battle_duration_sec,game_mode,trophy_difference,battle_intensity,match_type
2822,Magic Archer|Elixir Collector|Freeze|Mega Minion|Monk|Mother Witch|Hog Rider|Goblin Hut,4.38,6299,0,Goblin Barrel|Tombstone|Bowler|Zap|Wizard|Arrows|Mini PEKKA|Mighty Miner,3.62,5620,1,player_2,118,Challenge,679,1,Heavy Mismatch
2823,Royal Delivery|Monk|Goblin Hut|Bomb Tower|Musketeer|Skeleton King|Arrows|Fisherman,3.88,4561,2,Flying Machine|Mini PEKKA|Goblinstein|Giant|Spear Goblins|Archer Queen|Witch|Ice Spirit,3.89,5229,1,player_1,96,Challenge,668,3,Heavy Mismatch
2824,Battle Ram|Magic Archer|Rocket|Spear Goblins|Mini PEKKA|Valkyrie|Skeleton Army|Arrows,3.75,3339,0,Monk|Hunter|Freeze|Bandit|Minions|Zappies|Bomb Tower|Balloon,4.0,3375,3,player_2,167,Ladder,36,3,Balanced
2825,Ram Rider|Lava Hound|Cannon|Bomber|Fire Spirit|Prince|Skeleton King|Magic Archer,4.12,6714,0,Ice Spirit|Prince|Mirror|Mega Minion|Firecracker|The Log|Royal Champion|Battle Healer,3.25,5712,2,player_2,102,Friendly,1002,2,Heavy Mismatch
2826,Inferno Tower|Goblinstein|Witch|Wizard|Royal Champion|Ice Golem|Goblin Gang|Royal Ghost,4.38,2445,2,Valkyrie|Spear Goblins|Ice Spirit|Skeletons|Magic Archer|Royal Ghost|Mega Knight|Fireball,3.25,2670,1,player_1,297,Ladder,225,3,Slight Mismatch
2827,Battle Ram|Bowler|Archers|Baby Dragon|Mirror|Ice Wizard|Skeleton King|Royal Hogs,3.62,3097,2,Miner|Bomb Tower|Knight|Lightning|Rocket|Night Witch|Clone|Lava Hound,4.5,5184,2,draw,295,Challenge,2087,4,Heavy Mismatch
2828,Earthquake|Knight|Tombstone|Balloon|Lava Hound|Minion Horde|Dark Prince|Clone,4.12,2926,2,Executioner|Battle Ram|Arrows|Spear Goblins|Bowler|Giant|Royal Recruits|Furnace,4.38,6612,3,player_2,76,Challenge,3686,5,Heavy Mismatch
2829,Fisherman|Elixir Golem|Skeleton Barrel|Zap|Rascals|Giant Skeleton|Mother Witch|Goblin Cage,3.75,2699,0,X-Bow|Mother Witch|Battle Healer|Bomber|Elite Barbarians|Furnace|Battle Ram|Giant,4.5,6909,1,player_2,113,Challenge,4210,1,Heavy Mismatch
2830,Cannon|Skeleton King|Archers|Elixir Golem|Graveyard|Skeleton Barrel|X-Bow|Goblin Gang,3.75,6969,2,Ram Rider|Lava Hound|Goblins|Princess|Elite Barbarians|Goblin Hut|Monk|Rascals,4.75,4895,1,player_1,288,Challenge,2074,3,Heavy Mismatch
2831,Mirror|Mini PEKKA|Bomber|Giant|Monk|Mother Witch|Goblin Gang|Rascals,3.75,6108,1,Royal Ghost|Goblin Cage|Giant|Princess|Rascals|Ram Rider|Dark Prince|Mega Minion,4.0,5470,0,player_1,292,Challenge,638,1,Heavy Mismatch
2832,Princess|Musketeer|Cannon|Minion Horde|Miner|Archers|Valkyrie|Bomb Tower,3.62,5542,0,Battle Ram|Electro Wizard|Knight|Graveyard|Bowler|Mega Knight|Furnace|Zappies,4.5,6430,3,player_2,118,Challenge,888,3,Heavy Mismatch
2833,Lava Hound|Elite Barbarians|Mortar|Archers|Wizard|Flying Machine|Royal Recruits|Executioner,5.0,3436,3,Sparky|Goblinstein|Magic Archer|Earthquake|Skeleton Army|Graveyard|Goblin Gang|Wall Breakers,3.88,5864,3,draw,132,Tournament,2428,6,Heavy Mismatch
2834,Spear Goblins|Goblin Cage|Goblin Hut|Skeleton Army|Battle Healer|Rascals|Tesla|Heal Spirit,3.5,5743,1,Cannon Cart|Ram Rider|Magic Archer|Royal Champion|Spear Goblins|Minions|Fireball|Freeze,4.25,5482,2,player_2,124,Tournament,261,3,Slight Mismatch
2835,Inferno Dragon|Skeleton King|Electro Wizard|Elite Barbarians|Elixir Collector|Little Prince|Elixir Golem|Freeze,4.25,6304,2,Giant|Lumberjack|Royal Giant|Mirror|Ice Spirit|Goblins|Lava Hound|Electro Wizard,3.75,4195,3,player_2,274,Tournament,2109,5,Heavy Mismatch
2836,Royal Hogs|Giant|Ice Golem|Bomber|Battle Ram|Minion Horde|Clone|Knight,3.75,3550,1,The Log|PEKKA|Minions|Miner|Tornado|Barbarians|Tombstone|Poison,3.75,3285,2,player_2,176,Ladder,265,3,Slight Mismatch
2837,Rocket|Phoenix|Royal Champion|Goblin Cage|Heal Spirit|Miner|Fireball|Archers,4.0,2672,1,Lumberjack|Skeletons|Tombstone|The Log|Fisherman|Mega Knight|Rascals|Earthquake,3.5,6232,0,player_1,212,Friendly,3560,1,Heavy Mismatch
2838,Goblins|Zap|Phoenix|Goblin Cage|Ice Wizard|Lumberjack|Battle Healer|Valkyrie,3.38,6894,3,The Log|Ice Wizard|Rocket|Musketeer|Valkyrie|Ice Golem|Princess|Skeletons,3.12,2925,3,draw,77,Challenge,3969,6,Heavy Mismatch
2839,Inferno Tower|Mighty Miner|Monk|Spear Goblins|Zap|Goblin Hut|Bandit|The Log,3.5,6724,2,Goblin Hut|Night Witch|Bowler|Goblin Barrel|Rascals|Cannon Cart|Hog Rider|Lightning,4.62,2400,2,draw,121,Tournament,4324,4,Heavy Mismatch
2840,Clone|Royal Recruits|Rocket|Giant|Minions|Lightning|Fireball|Giant Skeleton,5.0,3576,0,Skeleton Barrel|Bomber|Little Prince|Royal Recruits|Tesla|Monk|Clone|Zappies,4.0,3591,0,draw,297,Ladder,15,0,Balanced
2841,Electro Wizard|Royal Champion|Skeleton King|Royal Delivery|Witch|Three Musketeers|Skeleton Barrel|Baby Dragon,4.88,5047,1,Witch|Tornado|Goblin Hut|Executioner|Freeze|Royal Ghost|Rocket|The Log,4.12,6793,3,player_2,135,Friendly,1746,4,Heavy Mismatch
2842,Executioner|Flying Machine|Electro Wizard|Mega Knight|Three Musketeers|Sparky|Balloon|Archer Queen,5.44,2123,3,Lightning|Heal Spirit|Goblins|Spear Goblins|Earthquake|Mortar|Fisherman|Goblin Hut,3.25,5045,2,player_1,96,Challenge,2922,5,Heavy Mismatch
2843,Flying Machine|Skeleton Army|Mini PEKKA|Skeleton Barrel|Elixir Collector|Barbarians|Archers|Fisherman,3.89,4299,3,Magic Archer|Goblin Barrel|Fire Spirit|Knight|Goblinstein|Tesla|Earthquake|Bomber,3.38,3792,1,player_1,297,Challenge,507,4,Heavy Mismatch
2844,Electro Wizard|Lumberjack|Fisherman|Hog Rider|Royal Recruits|Mini PEKKA|Barbarians|Tesla,4.38,3063,0,Furnace|Valkyrie|Magic Archer|Elite Barbarians|Little Prince|The Log|Wizard|Bandit,3.88,6416,3,player_2,72,Friendly,3353,3,Heavy Mismatch
2845,Bandit|Skeletons|Bowler|Fire Spirit|Knight|Valkyrie|Earthquake|Furnace,3.12,2582,1,Minion Horde|Spear Goblins|Little Prince|Prince|Mother Witch|Poison|Hunter|Firecracker,3.75,4397,3,player_2,234,Friendly,1815,4,Heavy Mismatch
2846,Rascals|Bomb Tower|Royal Hogs|Goblin Cage|Arrows|Freeze|Earthquake|Minions,3.88,2313,1,Goblin Cage|Battle Healer|Freeze|Little Prince|Mighty Miner|Giant Skeleton|Mother Witch|Zappies,4.12,3457,1,draw,241,Friendly,1144,2,Heavy Mismatch
2847,Night Witch|X-Bow|Archers|Lightning|Magic Archer|Ice Golem|Graveyard|The Log,4.0,6617,0,Cannon|Clone|Mega Knight|Barbarians|Monk|Bowler|Royal Giant|Battle Ram,4.75,4438,0,draw,63,Ladder,2179,0,Heavy Mismatch
2848,Mirror|Electro Wizard|Furnace|Skeleton Barrel|Baby Dragon|Knight|Elite Barbarians|Royal Hogs,3.75,5025,1,Furnace|Sparky|Mother Witch|Musketeer|Princess|Rascals|Elixir Collector|Three Musketeers,5.12,4415,2,player_2,94,Tournament,610,3,Heavy Mismatch
2849,Skeleton Army|Mighty Miner|Clone|Flying Machine|Mother Witch|Spear Goblins|Skeleton Barrel|Hog Rider,3.44,2599,1,Giant|Goblinstein|Valkyrie|Royal Giant|Poison|Heal Spirit|Minion Horde|Prince,4.38,2775,2,player_2,269,Challenge,176,3,Slight Mismatch
2850,Battle Healer|Spear Goblins|Magic Archer|Baby Dragon|Wizard|Poison|Princess|Royal Ghost,3.62,2209,1,Phoenix|Sparky|Princess|Spear Goblins|Ice Golem|Minions|Balloon|Lava Hound,4.0,2145,2,player_2,294,Tournament,64,3,Balanced
2851,Musketeer|Electro Wizard|Royal Hogs|Barbarians|Royal Delivery|Heal Spirit|Little Prince|Three Musketeers,4.25,2017,3,Archers|Inferno Tower|Mini PEKKA|Flying Machine|Royal Recruits|Electro Wizard|Bomber|Phoenix,4.22,5745,3,draw,214,Friendly,3728,6,Heavy Mismatch
2852,Goblin Hut|Princess|Tesla|Monk|Rascals|Elixir Collector|Cannon|Sparky,4.62,6914,3,Graveyard|Mega Knight|Zap|Ice Wizard|Miner|Skeleton Army|Hog Rider|Battle Ram,3.88,6287,3,draw,288,Challenge,627,6,Heavy Mismatch
2853,X-Bow|Miner|The Log|Ice Spirit|Witch|Baby Dragon|Minion Horde|Mother Witch,3.75,4423,1,Minions|Bomb Tower|Executioner|Battle Ram|Inferno Dragon|Prince|Skeletons|Zappies,3.75,2220,2,player_2,190,Challenge,2203,3,Heavy Mismatch
2854,The Log|Elixir Golem|Royal Ghost|Knight|Giant|Skeleton King|Baby Dragon|Inferno Tower,3.62,6070,1,Freeze|Flying Machine|Tombstone|Bomber|Royal Giant|Mini PEKKA|Balloon|Musketeer,4.11,6695,0,player_1,166,Tournament,625,1,Heavy Mismatch
2855,Goblin Gang|Zap|Bomb Tower|Zappies|Giant|Witch|Wizard|Goblins,3.75,2191,3,Phoenix|Balloon|Battle Healer|Flying Machine|Ice Golem|Poison|Royal Giant|Royal Delivery,4.0,3180,0,player_1,93,Tournament,989,3,Heavy Mismatch
2856,Night Witch|Mega Minion|Royal Recruits|Ice Spirit|Minions|Barbarians|Furnace|Zap,3.62,3780,2,Little Prince|Cannon|Mini PEKKA|X-Bow|Clone|Bomb Tower|Magic Archer|Ram Rider,4.0,4805,0,player_1,118,Challenge,1025,2,Heavy Mismatch
2857,Skeleton Barrel|Hunter|Mirror|Spear Goblins|Sparky|Wall Breakers|Bowler|Mighty Miner,3.38,3685,2,Fisherman|Royal Giant|Cannon Cart|Goblin Barrel|Ice Wizard|Night Witch|Archer Queen|Knight,4.0,3525,0,player_1,253,Ladder,160,2,Slight Mismatch
2858,Hunter|Hog Rider|Earthquake|Flying Machine|Giant|Royal Giant|Royal Champion|Witch,4.67,6025,2,PEKKA|Bowler|Firecracker|Royal Champion|Three Musketeers|Mother Witch|Flying Machine|Bomber,5.11,3396,3,player_2,113,Friendly,2629,5,Heavy Mismatch
2859,Freeze|Lumberjack|Fireball|Night Witch|Three Musketeers|Ice Wizard|Royal Ghost|Mini PEKKA,4.38,4830,1,Bomb Tower|Fisherman|Royal Giant|Baby Dragon|Flying Machine|Ram Rider|Electro Wizard|Fireball,4.22,4707,3,player_2,216,Tournament,123,4,Slight Mismatch
2860,Rascals|Minions|Giant|Musketeer|Goblins|Valkyrie|Cannon Cart|Ice Spirit,3.62,5290,1,Goblin Gang|Archer Queen|Electro Wizard|Balloon|Minions|Royal Giant|Bowler|Mini PEKKA,4.38,5621,2,player_2,230,Challenge,331,3,Slight Mismatch
2861,Three Musketeers|Monk|Sparky|Archers|Princess|Skeleton Barrel|The Log|Mega Knight,4.75,2857,0,Mirror|Rocket|Fisherman|Sparky|Electro Wizard|Mortar|Knight|Ice Spirit,3.5,3087,2,player_2,267,Tournament,230,2,Slight Mismatch
2862,Rascals|Royal Hogs|Flying Machine|Mega Knight|Arrows|Rocket|Fisherman|Knight,4.44,4359,3,Fisherman|Goblin Gang|Musketeer|Mortar|Elixir Golem|Prince|Hog Rider|Royal Champion,4.12,2696,1,player_1,293,Challenge,1663,4,Heavy Mismatch
2863,Wall Breakers|Baby Dragon|Mother Witch|Knight|Ram Rider|Goblin Hut|Minions|Mortar,3.75,3113,2,Baby Dragon|Little Prince|Mega Minion|Cannon|PEKKA|Cannon Cart|Poison|Goblin Barrel,4.0,3174,3,player_2,291,Ladder,61,5,Balanced
2864,Skeleton Barrel|Royal Champion|Archer Queen|Royal Delivery|Heal Spirit|PEKKA|Royal Hogs|Electro Wizard,4.38,5371,2,Royal Hogs|Miner|Heal Spirit|Mortar|Battle Ram|Ram Rider|Inferno Dragon|Royal Ghost,3.62,6370,2,draw,69,Tournament,999,4,Heavy Mismatch
2865,Royal Ghost|Miner|Goblin Barrel|Ram Rider|Zappies|Wizard|Monk|Little Prince,3.88,5448,2,Fireball|Goblin Barrel|Lumberjack|Skeletons|Hunter|Heal Spirit|Monk|Archers,3.12,3697,3,player_2,80,Challenge,1751,5,Heavy Mismatch
2866,Bomb Tower|Poison|Miner|Barbarians|Sparky|Musketeer|Hog Rider|Giant Skeleton,4.5,5657,0,Royal Delivery|Knight|Goblins|Musketeer|Phoenix|Balloon|Mortar|Barbarians,3.75,3121,3,player_2,225,Tournament,2536,3,Heavy Mismatch
2867,Zappies|Ram Rider|Barbarians|Skeletons|Goblinstein|Lumberjack|Bomb Tower|Skeleton King,4.0,5443,3,Wizard|Goblins|Minion Horde|Phoenix|Rascals|Elixir Golem|Electro Wizard|Knight,3.88,3720,0,player_1,235,Challenge,1723,3,Heavy Mismatch
2868,Ice Spirit|Lava Hound|Rascals|Little Prince|Witch|Bomber|Valkyrie|Knight,3.88,4320,0,Mini PEKKA|Inferno Tower|Goblin Barrel|Bomber|Balloon|Flying Machine|Mirror|Goblin Gang,3.56,6508,0,draw,187,Friendly,2188,0,Heavy Mismatch
2869,Baby Dragon|Goblins|Mini PEKKA|Mega Minion|Tornado|Princess|Poison|Little Prince,3.25,5049,2,Mini PEKKA|Skeleton King|Mirror|Zappies|Lava Hound|Giant|Firecracker|Fireball,4.0,5063,3,player_2,219,Challenge,14,5,Balanced
2870,Goblinstein|Tombstone|Three Musketeers|Archers|Ice Spirit|Goblin Barrel|Royal Delivery|Clone,3.75,3993,1,Miner|Princess|Lava Hound|Rascals|Furnace|Flying Machine|Prince|Skeleton Barrel,4.22,2739,2,player_2,225,Challenge,1254,3,Heavy Mismatch
2871,Bowler|The Log|Mini PEKKA|Fireball|Ice Spirit|Goblin Cage|Princess|Royal Recruits,3.75,3643,1,Mega Minion|Goblin Gang|Valkyrie|Freeze|Lumberjack|Prince|Bandit|Giant,3.88,4336,3,player_2,60,Challenge,693,4,Heavy Mismatch
2872,Little Prince|Furnace|Arrows|Lava Hound|Valkyrie|Rocket|Witch|Night Witch,4.5,2355,1,Executioner|Bomb Tower|Skeleton Army|Princess|Mini PEKKA|Flying Machine|Freeze|Ice Wizard,3.78,2874,2,player_2,86,Challenge,519,3,Heavy Mismatch
2873,Hog Rider|Mortar|Inferno Tower|Goblin Barrel|Night Witch|Monk|Knight|Heal Spirit,3.62,4726,0,Ice Wizard|Tesla|Magic Archer|Inferno Tower|Valkyrie|Musketeer|Arrows|Elite Barbarians,4.12,6049,2,player_2,73,Friendly,1323,2,Heavy Mismatch
2874,Inferno Tower|Goblinstein|Bomb Tower|Royal Hogs|Baby Dragon|Clone|Night Witch|Hunter,4.25,3542,1,Skeleton King|Goblin Cage|Tesla|Earthquake|Princess|Mega Knight|Goblins|Goblinstein,4.0,6002,2,player_2,89,Ladder,2460,3,Heavy Mismatch
2875,Fireball|Graveyard|X-Bow|Giant|Magic Archer|Rascals|Mega Minion|PEKKA,4.88,5759,0,Freeze|Sparky|Knight|Clone|Fisherman|Little Prince|Ram Rider|Wall Breakers,3.62,3684,0,draw,179,Friendly,2075,0,Heavy Mismatch
2876,Mighty Miner|Firecracker|Flying Machine|Skeleton Army|Wall Breakers|Lumberjack|Wizard|Flying Machine,3.62,2235,3,PEKKA|Ram Rider|Ice Golem|Earthquake|Executioner|Night Witch|Lightning|Inferno Tower,4.62,5240,2,player_1,101,Ladder,3005,5,Heavy Mismatch
2877,Royal Hogs|Monk|Goblin Barrel|Hunter|Bomb Tower|Tornado|Barbarians|Bowler,4.25,6825,2,Archers|Minions|Skeleton Barrel|Archer Queen|Sparky|Poison|Valkyrie|Wall Breakers,3.75,2985,3,player_2,218,Ladder,3840,5,Heavy Mismatch
2878,Little Prince|Goblin Hut|Tesla|Battle Ram|Cannon Cart|Wall Breakers|Night Witch|Bowler,4.0,3665,2,Ice Golem|Goblin Barrel|Elixir Collector|Barbarians|Earthquake|Mortar|Dark Prince|Flying Machine,3.89,4260,1,player_1,271,Friendly,595,3,Heavy Mismatch
2879,Battle Healer|Royal Champion|Wizard|Fisherman|Inferno Dragon|Musketeer|Clone|Tornado,4.12,3847,1,Wizard|Mini PEKKA|Zappies|Witch|Magic Archer|Heal Spirit|Barbarians|Goblin Hut,4.12,6581,3,player_2,186,Tournament,2734,4,Heavy Mismatch
2880,Skeleton King|Archers|Monk|Executioner|Archer Queen|Valkyrie|Mini PEKKA|Furnace,4.25,5716,0,Royal Champion|Little Prince|Miner|Spear Goblins|Goblins|Ice Golem|Elite Barbarians|Barbarians,3.75,3096,3,player_2,175,Ladder,2620,3,Heavy Mismatch
2881,Mortar|Bandit|Wizard|Lightning|Graveyard|Goblin Hut|Ice Spirit|Royal Giant,4.38,5932,0,Flying Machine|Monk|Spear Goblins|Dark Prince|Flying Machine|Minions|Inferno Dragon|Lumberjack,3.75,3806,2,player_2,246,Friendly,2126,2,Heavy Mismatch
2882,Wall Breakers|Skeleton Barrel|Zap|Bomber|Rocket|Tombstone|Flying Machine|Spear Goblins,3.22,2359,2,Elixir Collector|Dark Prince|Zap|Rascals|Knight|Lightning|Royal Delivery|Hunter,4.12,4536,1,player_1,177,Challenge,2177,3,Heavy Mismatch
2883,Mega Knight|Royal Hogs|The Log|Tornado|Firecracker|Battle Healer|Cannon Cart|PEKKA,4.5,6863,2,Little Prince|Skeletons|Balloon|Skeleton Barrel|Skeleton King|Royal Hogs|Giant|Zap,3.5,2098,2,draw,225,Friendly,4765,4,Heavy Mismatch
2884,Skeleton Army|Rascals|Spear Goblins|Dark Prince|Fireball|Furnace|Princess|Valkyrie,3.62,5117,1,Musketeer|Battle Ram|Goblin Barrel|Rocket|Spear Goblins|Graveyard|Bandit|Three Musketeers,4.5,3889,1,draw,135,Ladder,1228,2,Heavy Mismatch
2885,Royal Recruits|Mirror|Mortar|Bomb Tower|Little Prince|Graveyard|Arrows|Baby Dragon,3.88,3439,2,Baby Dragon|Valkyrie|Princess|Lava Hound|Skeleton King|Mega Knight|Arrows|Knight,4.38,3196,1,player_1,134,Tournament,243,3,Slight Mismatch
2886,Wizard|Magic Archer|Royal Hogs|Tornado|Monk|Night Witch|Minion Horde|Goblins,4.12,6466,3,Heal Spirit|Inferno Tower|Knight|Tesla|Minions|Archer Queen|Cannon|Clone,3.38,5019,3,draw,205,Tournament,1447,6,Heavy Mismatch
2887,Electro Wizard|Royal Recruits|Elixir Collector|Mighty Miner|Tesla|Zappies|Furnace|Hunter,4.62,5018,2,Dark Prince|Clone|Freeze|Goblin Hut|Tombstone|Royal Hogs|Poison|Barbarians,4.12,4423,1,player_1,96,Tournament,595,3,Heavy Mismatch
2888,Night Witch|Spear Goblins|Lightning|Elite Barbarians|Goblin Gang|Wall Breakers|Wizard|Valkyrie,4.0,2293,3,Electro Wizard|Goblin Barrel|Heal Spirit|Royal Delivery|Knight|Flying Machine|Valkyrie|Battle Ram,3.33,2985,1,player_1,200,Challenge,692,4,Heavy Mismatch
2889,Electro Wizard|Arrows|Earthquake|Battle Ram|Prince|Skeleton King|Goblin Gang|Archers,3.62,4565,1,Royal Hogs|Fireball|Mirror|Little Prince|Flying Machine|Dark Prince|Battle Ram|Inferno Dragon,3.67,2836,3,player_2,222,Friendly,1729,4,Heavy Mismatch
2890,Hunter|Battle Ram|Goblin Hut|Royal Champion|Ice Wizard|Rascals|Archers|Mirror,4.0,6202,1,Heal Spirit|Tornado|Inferno Tower|Night Witch|Bomber|Prince|Hog Rider|Flying Machine,3.67,6176,3,player_2,69,Friendly,26,4,Balanced
2891,Battle Healer|Goblinstein|Barbarians|Electro Wizard|Heal Spirit|Firecracker|Little Prince|Arrows,3.5,3946,2,The Log|Goblin Hut|Archers|Sparky|Bandit|Elite Barbarians|Giant Skeleton|Royal Ghost,4.25,2488,0,player_1,64,Tournament,1458,2,Heavy Mismatch
2892,Battle Healer|Skeleton Barrel|Lightning|Royal Hogs|Fireball|Knight|Skeletons|Mother Witch,3.75,5455,0,Royal Delivery|Lumberjack|Tesla|Mini PEKKA|Zappies|Skeleton Barrel|Mega Minion|Ram Rider,3.75,3710,3,player_2,116,Challenge,1745,3,Heavy Mismatch
2893,Goblins|X-Bow|Wizard|Firecracker|Mini PEKKA|Bandit|Skeletons|Rascals,3.62,3885,1,Furnace|Skeleton King|Goblins|Goblin Cage|Valkyrie|Archers|Royal Champion|Archer Queen,4.12,5764,0,player_1,271,Tournament,1879,1,Heavy Mismatch
2894,Flying Machine|Archers|Clone|Balloon|Musketeer|Skeleton King|X-Bow|Mini PEKKA,4.11,5290,3,Goblin Hut|Royal Champion|Firecracker|Mortar|Flying Machine|Giant|Heal Spirit|Cannon Cart,4.22,4575,0,player_1,273,Ladder,715,3,Heavy Mismatch
2895,Mother Witch|Firecracker|Fire Spirit|Dark Prince|Spear Goblins|Knight|The Log|Barbarians,3.12,6647,3,Phoenix|Tombstone|Zap|Monk|Minion Horde|Skeleton Army|Goblin Cage|Fireball,3.75,6589,0,player_1,78,Friendly,58,3,Balanced
2896,Miner|Graveyard|Wizard|Bandit|Goblin Hut|Freeze|Firecracker|Witch,4.12,4407,2,Three Musketeers|Miner|Royal Champion|Ice Golem|Inferno Tower|Freeze|Musketeer|Princess,4.62,6407,2,draw,287,Challenge,2000,4,Heavy Mismatch
2897,Executioner|Night Witch|Lumberjack|Goblins|Wall Breakers|Barbarians|Sparky|Archer Queen,4.12,6706,3,Minion Horde|Bomber|Goblin Barrel|Goblin Hut|Night Witch|Musketeer|Ice Wizard|Royal Ghost,3.75,3789,2,player_1,166,Tournament,2917,5,Heavy Mismatch
2898,Fireball|Graveyard|Monk|Earthquake|Goblin Cage|Mighty Miner|Electro Wizard|Bomber,4.0,6093,3,Monk|Tornado|Giant Skeleton|Valkyrie|Bandit|Furnace|Mirror|PEKKA,4.12,5253,2,player_1,83,Challenge,840,5,Heavy Mismatch
2899,Skeleton King|Barbarians|Witch|Knight|Three Musketeers|Fire Spirit|Monk|Battle Ram,4.62,2444,1,Goblinstein|Bandit|Tornado|Giant Skeleton|Elixir Golem|X-Bow|Musketeer|Firecracker,4.12,2454,2,player_2,156,Ladder,10,3,Balanced
2900,Poison|Earthquake|Elixir Collector|Archers|Spear Goblins|Baby Dragon|Goblin Gang|Inferno Dragon,3.62,4074,1,Elixir Collector|Ram Rider|Mega Minion|Royal Delivery|Tesla|Wall Breakers|Tombstone|Poison,3.75,6007,3,player_2,135,Ladder,1933,4,Heavy Mismatch
2901,Goblin Barrel|Ice Golem|Minions|Mega Knight|Tombstone|Electro Wizard|Mini PEKKA|Bowler,3.88,6296,0,Royal Ghost|Fisherman|Bowler|Mother Witch|Miner|PEKKA|Royal Giant|Sparky,4.62,5501,3,player_2,194,Friendly,795,3,Heavy Mismatch
2902,Heal Spirit|Ram Rider|Ice Spirit|Giant Skeleton|Prince|Royal Champion|Cannon Cart|Arrows,4.12,4343,2,Goblinstein|Witch|Skeleton Army|Prince|Heal Spirit|Zap|Archer Queen|Royal Champion,4.12,3417,2,draw,273,Challenge,926,4,Heavy Mismatch
2903,Tesla|Flying Machine|Wizard|Graveyard|Electro Wizard|X-Bow|Skeletons|Night Witch,4.11,6366,0,Tesla|Heal Spirit|Goblin Hut|Witch|Royal Delivery|Skeleton King|Zap|Ice Wizard,3.38,5554,3,player_2,271,Tournament,812,3,Heavy Mismatch
2904,Royal Giant|Goblin Hut|Battle Healer|Freeze|Bomb Tower|Mighty Miner|Tesla|Skeletons,4.0,2474,2,Skeleton King|Bandit|Rascals|Phoenix|Rocket|Royal Hogs|Bomber|Arrows,4.12,3780,3,player_2,63,Tournament,1306,5,Heavy Mismatch
2905,Inferno Tower|Prince|Cannon Cart|Elite Barbarians|Lightning|Fireball|Royal Delivery|Hunter,4.75,4521,0,X-Bow|Rocket|Poison|Ice Golem|Wizard|The Log|Tombstone|Bandit,3.88,2399,1,player_2,133,Tournament,2122,1,Heavy Mismatch
2906,Arrows|Archer Queen|Mirror|Mega Knight|Royal Delivery|Firecracker|Graveyard|Ice Spirit,3.5,2443,2,Dark Prince|Archers|Balloon|Goblin Cage|Bowler|Hog Rider|Minion Horde|Elite Barbarians,4.5,3613,2,draw,253,Friendly,1170,4,Heavy Mismatch
2907,Skeletons|Lightning|Battle Ram|Mega Minion|Bandit|Knight|Bowler|Minion Horde,3.75,5308,2,Baby Dragon|Minions|Hunter|Skeleton King|Rocket|Valkyrie|Fisherman|Royal Ghost,3.88,6120,0,player_1,271,Ladder,812,2,Heavy Mismatch
2908,Zappies|Valkyrie|Sparky|Minion Horde|Zap|Ram Rider|Goblin Cage|Dark Prince,4.25,6866,3,Fireball|Mortar|Royal Recruits|Firecracker|The Log|Royal Giant|Goblinstein|Bandit,4.25,3405,2,player_1,247,Tournament,3461,5,Heavy Mismatch
2909,Archers|Wizard|Night Witch|Knight|Baby Dragon|Skeleton Barrel|Little Prince|Elite Barbarians,3.88,3826,2,Elixir Golem|Battle Healer|Tesla|Zappies|Heal Spirit|Elite Barbarians|Hunter|Rascals,3.88,2241,1,player_1,274,Friendly,1585,3,Heavy Mismatch
2910,Wall Breakers|Heal Spirit|Rocket|Arrows|Giant|Monk|Mini PEKKA|Ice Golem,3.5,2665,2,Royal Delivery|PEKKA|Lumberjack|Magic Archer|Heal Spirit|Archer Queen|Miner|Poison,3.88,4458,3,player_2,198,Friendly,1793,5,Heavy Mismatch
2911,Tombstone|Lumberjack|Minions|Rocket|Night Witch|Hunter|Goblin Gang|Knight,3.75,5375,0,Princess|Royal Delivery|Goblins|The Log|X-Bow|Inferno Dragon|Royal Giant|Wall Breakers,3.5,5875,3,player_2,268,Friendly,500,3,Heavy Mismatch
2912,Night Witch|Firecracker|Goblins|Princess|Bomber|Prince|Mirror|Tesla,3.12,5796,2,Furnace|Mother Witch|Valkyrie|Lava Hound|Goblins|Spear Goblins|Royal Champion|Elite Barbarians,4.5,4404,2,draw,189,Friendly,1392,4,Heavy Mismatch
2913,Archer Queen|Goblins|Tornado|Bowler|Cannon|Sparky|Furnace|Mortar,4.0,5022,2,Phoenix|Musketeer|Sparky|Giant|Ice Spirit|Mortar|Bowler|Furnace,4.12,4514,2,draw,242,Friendly,508,4,Heavy Mismatch
2914,Bandit|Royal Recruits|Prince|Baby Dragon|Skeletons|Lightning|Goblin Gang|Wizard,4.25,2001,0,Goblins|Witch|PEKKA|Baby Dragon|Tornado|Little Prince|Mega Minion|Cannon,3.75,5214,2,player_2,128,Friendly,3213,2,Heavy Mismatch
2915,Princess|Wall Breakers|Monk|Zappies|Valkyrie|Battle Healer|Magic Archer|Fisherman,3.62,3805,2,Inferno Dragon|Knight|Monk|Fisherman|Skeleton Barrel|Lava Hound|Executioner|Freeze,4.25,3492,3,player_2,174,Ladder,313,5,Slight Mismatch
2916,Zap|Electro Wizard|Princess|Royal Hogs|Fireball|Giant|Elixir Golem|Mega Knight,4.12,2658,3,Cannon Cart|Furnace|Giant Skeleton|Archers|Goblin Hut|Tornado|Archer Queen|Minions,4.25,6509,2,player_1,250,Ladder,3851,5,Heavy Mismatch
